timestamp,latency_min_ms,latency_avg_ms,latency_max_ms,latency_stddev_ms,packet_loss_pct,download_bps,download_mbps
2026-04-15 17:12:24,44.923,68.946,81.486,12.537,0,107331,0.107
2026-04-15 17:12:38,52.404,66.186,76.197,7.829,0,153116,0.153
2026-04-15 17:12:49,42.902,48.889,57.549,5.578,0,224924,0.225
2026-04-15 17:12:57,56.760,60.742,69.057,4.416,0,81346,0.081
2026-04-15 17:13:14,59.859,67.285,80.269,8.440,0,78316,0.078
2026-04-15 17:13:31,51.192,61.681,75.142,8.015,0,104373,0.104
2026-04-15 17:13:45,63.091,67.456,73.214,3.758,0,74080,0.074
2026-04-15 17:14:03,37.323,63.952,86.203,18.485,0,135719,0.136
2026-04-15 17:14:14,47.262,66.493,104.987,20.113,0,216874,0.217
2026-04-15 17:14:23,47.107,68.131,96.123,20.807,0,76187,0.076
2026-04-15 17:14:41,46.693,58.245,90.413,16.248,0,167641,0.168
2026-04-15 17:14:51,56.958,62.220,74.033,6.808,0,103346,0.103
2026-04-15 17:15:05,68.076,70.606,77.977,3.747,0,128356,0.128
2026-04-15 17:15:17,53.488,70.077,76.938,8.463,0,108336,0.108
2026-04-15 17:15:31,39.955,58.659,84.071,18.354,0,129656,0.130
2026-04-15 17:15:43,53.631,72.146,105.427,17.642,0,122088,0.122
2026-04-15 17:15:55,61.963,67.861,81.611,7.155,0,125938,0.126
2026-04-15 17:16:07,55.397,74.893,92.788,12.403,0,116923,0.117
2026-04-15 17:16:20,51.169,62.593,89.844,14.451,0,104149,0.104
2026-04-15 17:16:34,59.099,68.812,77.193,6.414,0,65024,0.065
2026-04-15 17:16:54,46.209,78.666,144.448,33.917,0,73067,0.073
2026-04-15 17:17:12,72.950,80.213,94.949,8.239,0,145086,0.145
2026-04-15 17:17:23,53.082,65.536,73.825,7.864,0,97330,0.097
