Frecuencia,PSD
615234.375000,0.004897
617187.500000,0.003855
619140.625000,0.003688
621093.750000,0.003620
623046.875000,0.003596
625000.000000,0.003716
626953.125000,0.005194
628906.250000,0.005164
630859.375000,0.004121
632812.500000,0.003998
634765.625000,0.003698
636718.750000,0.004757
638671.875000,0.017084
640625.000000,0.028643
642578.125000,0.011162
644531.250000,0.006467
646484.375000,0.004354
648437.500000,0.003604
650390.625000,0.003661
652343.750000,0.005145
654296.875000,0.003477
656250.000000,0.003194
658203.125000,0.003514
660156.250000,0.003083
662109.375000,0.002960
664062.500000,0.003741
666015.625000,0.006462
667968.750000,0.005430
669921.875000,0.003466
671875.000000,0.002998
673828.125000,0.002773
675781.250000,0.002868
677734.375000,0.002842
679687.500000,0.002685
681640.625000,0.002878
683593.750000,0.002976
685546.875000,0.002873
687500.000000,0.002966
689453.125000,0.003031
691406.250000,0.002554
693359.375000,0.002533
695312.500000,0.002531
697265.625000,0.002468
699218.750000,0.002547
701171.875000,0.002825
703125.000000,0.002633
705078.125000,0.002617
707031.250000,0.002583
708984.375000,0.002385
710937.500000,0.002470
712890.625000,0.004384
714843.750000,0.003092
716796.875000,0.002245
718750.000000,0.002243
720703.125000,0.002285
722656.250000,0.002327
724609.375000,0.003712
726562.500000,0.004097
728515.625000,0.004050
730468.750000,0.005397
732421.875000,0.010398
734375.000000,0.019184
736328.125000,0.037236
738281.250000,0.068549
740234.375000,0.093389
742187.500000,0.042698
744140.625000,0.018250
746093.750000,0.009162
748046.875000,0.005114
750000.000000,0.003503
751953.125000,0.002824
753906.250000,0.002863
755859.375000,0.007316
757812.500000,0.008349
759765.625000,0.003624
761718.750000,0.003829
763671.875000,0.002956
765625.000000,0.002146
767578.125000,0.001973
769531.250000,0.001821
771484.375000,0.001925
773437.500000,0.010484
775390.625000,0.009663
777343.750000,0.001755
779296.875000,0.001614
781250.000000,0.001640
783203.125000,0.001614
785156.250000,0.003631
787109.375000,0.005828
789062.500000,0.001799
791015.625000,0.001544
792968.750000,0.001504
794921.875000,0.001496
796875.000000,0.001784
798828.125000,0.003854
800781.250000,0.003952
802734.375000,0.001903
804687.500000,0.001465
806640.625000,0.001355
808593.750000,0.001439
810546.875000,0.002755
812500.000000,0.001869
814453.125000,0.001279
816406.250000,0.001345
818359.375000,0.001297
820312.500000,0.001323
822265.625000,0.003548
824218.750000,0.003399
826171.875000,0.001286
828125.000000,0.001533
830078.125000,0.001366
832031.250000,0.001155
833984.375000,0.001786
835937.500000,0.002591
837890.625000,0.001180
839843.750000,0.001059
841796.875000,0.001041
843750.000000,0.001025
845703.125000,0.001053
847656.250000,0.001224
849609.375000,0.001030
851562.500000,0.000976
853515.625000,0.000947
855468.750000,0.000939
857421.875000,0.000948
859375.000000,0.000943
861328.125000,0.000949
863281.250000,0.001069
865234.375000,0.002026
867187.500000,0.002772
869140.625000,0.001327
871093.750000,0.000946
873046.875000,0.000904
875000.000000,0.000856
876953.125000,0.000869
878906.250000,0.000869
880859.375000,0.000967
882812.500000,0.001782
884765.625000,0.002809
886718.750000,0.000934
888671.875000,0.000786
890625.000000,0.000782
892578.125000,0.000757
894531.250000,0.000901
896484.375000,0.001605
898437.500000,0.000902
900390.625000,0.000811
902343.750000,0.000963
904296.875000,0.000773
906250.000000,0.000840
908203.125000,0.002502
910156.250000,0.001485
912109.375000,0.000687
914062.500000,0.000672
916015.625000,0.000670
917968.750000,0.000689
919921.875000,0.001251
921875.000000,0.001265
923828.125000,0.000701
925781.250000,0.000693
927734.375000,0.000708
929687.500000,0.000844
931640.625000,0.001555
933593.750000,0.002571
935546.875000,0.001157
937500.000000,0.000839
939453.125000,0.001001
941406.250000,0.000893
943359.375000,0.000947
945312.500000,0.000944
947265.625000,0.000844
949218.750000,0.000757
951171.875000,0.000816
953125.000000,0.000733
955078.125000,0.000790
957031.250000,0.001445
958984.375000,0.001053
960937.500000,0.000681
962890.625000,0.000706
964843.750000,0.000703
966796.875000,0.000774
968750.000000,0.001189
970703.125000,0.003035
972656.250000,0.001888
974609.375000,0.000780
976562.500000,0.000672
978515.625000,0.000677
980468.750000,0.000712
982421.875000,0.000797
984375.000000,0.000690
986328.125000,0.000683
988281.250000,0.000698
990234.375000,0.000876
992187.500000,0.001011
994140.625000,0.001047
996093.750000,0.000809
998046.875000,0.001259
1000000.000000,0.002422
