timestamp,cpu_cores,temp_c,ram_total,ram_used,ram_free,swap_total,swap_used,swap_free,disk_read,disk_write,disk_percent,throttled
2026-02-19T20:54:42.001665+00:00,0.0|0.0|0.0|0.0,57.85,8454799360,490307584,7656914944,536854528,0,536854528,233483264,17415873536,12.9,throttled=0x0
2026-02-19T20:54:43.010778+00:00,0.0|0.0|0.0|0.0,58.95,8454799360,492257280,7654866944,536854528,0,536854528,233483264,17415930880,12.9,throttled=0x0
2026-02-19T20:54:44.017991+00:00,0.0|0.0|0.0|0.0,58.95,8454799360,490045440,7657078784,536854528,0,536854528,233483264,17415947264,12.9,throttled=0x0
2026-02-19T20:54:45.025940+00:00,0.0|0.0|0.0|0.0,59.5,8454799360,488357888,7658766336,536854528,0,536854528,233483264,17415963648,12.9,throttled=0x0
2026-02-19T20:54:46.033693+00:00,0.0|0.0|0.0|0.0,58.4,8454799360,487374848,7659749376,536854528,0,536854528,233483264,17415980032,12.9,throttled=0x0
2026-02-19T20:54:47.041531+00:00,0.0|0.0|18.8|7.0,58.4,8454799360,629506048,7517290496,536854528,0,536854528,234073088,17416283136,12.9,throttled=0x0
2026-02-19T20:54:48.051766+00:00,2.0|0.0|1.0|1.0,58.95,8454799360,666075136,7480705024,536854528,0,536854528,234073088,17416414208,12.9,throttled=0x0
2026-02-19T20:54:49.160619+00:00,1.8|0.0|0.0|99.1,61.7,8454799360,1011810304,7134674944,536854528,0,536854528,234531840,17416463360,12.9,throttled=0x0
2026-02-19T20:54:50.167870+00:00,1.0|0.0|0.0|97.0,61.15,8454799360,822329344,7323779072,536854528,0,536854528,234531840,17416479744,12.9,throttled=0x0
2026-02-19T20:54:51.176256+00:00,2.0|1.0|0.0|2.0,58.95,8454799360,807747584,7338360832,536854528,0,536854528,234531840,17416532992,12.9,throttled=0x0
2026-02-19T20:54:52.185233+00:00,3.0|0.0|0.0|83.0,60.6,8454799360,1027702784,7118405632,536854528,0,536854528,234531840,17416586240,12.9,throttled=0x0
2026-02-19T20:54:53.195782+00:00,1.0|0.0|7.9|100.0,61.15,8454799360,1026932736,7119159296,536854528,0,536854528,234531840,17416639488,12.9,throttled=0x0
2026-02-19T20:54:54.204739+00:00,2.0|2.0|4.0|25.7,61.7,8454799360,806567936,7338622976,536854528,0,536854528,235424768,17416778752,12.9,throttled=0x0
2026-02-19T20:54:55.213403+00:00,1.0|0.0|0.0|0.0,60.6,8454799360,785760256,7359430656,536854528,0,536854528,235424768,17416827904,12.9,throttled=0x0
2026-02-19T20:54:56.221564+00:00,0.0|0.0|0.0|0.0,61.15,8454799360,747667456,7397523456,536854528,0,536854528,235424768,17416844288,12.9,throttled=0x0
2026-02-19T20:54:57.229189+00:00,2.0|0.0|0.0|0.0,60.05,8454799360,736460800,7408730112,536854528,0,536854528,235424768,17416860672,12.9,throttled=0x0
2026-02-19T20:54:58.237866+00:00,0.0|0.0|0.0|0.0,60.05,8454799360,722976768,7422214144,536854528,0,536854528,235424768,17416877056,12.9,throttled=0x0
2026-02-19T20:54:59.246432+00:00,2.0|0.0|0.0|0.0,58.95,8454799360,710852608,7434338304,536854528,0,536854528,235424768,17416893440,12.9,throttled=0x0
2026-02-19T20:55:00.255219+00:00,1.0|1.0|0.0|0.0,57.3,8454799360,699416576,7445774336,536854528,0,536854528,235424768,17416909824,12.9,throttled=0x0
2026-02-19T20:55:01.263503+00:00,1.0|0.0|0.0|0.0,58.95,8454799360,689799168,7455391744,536854528,0,536854528,235424768,17416926208,12.9,throttled=0x0
2026-02-19T20:55:02.271977+00:00,1.0|10.9|0.0|0.0,58.95,8454799360,688226304,7456964608,536854528,0,536854528,235424768,17416979456,12.9,throttled=0x0
2026-02-19T20:55:03.280625+00:00,2.0|0.0|1.0|0.0,59.5,8454799360,685195264,7459995648,536854528,0,536854528,235424768,17417163776,12.9,throttled=0x0
2026-02-19T20:55:04.289210+00:00,2.0|0.0|70.0|0.0,62.25,8454799360,1093500928,7051689984,536854528,0,536854528,235424768,17417217024,12.9,throttled=0x0
2026-02-19T20:55:05.297785+00:00,2.0|0.0|100.0|0.0,63.9,8454799360,1098088448,7047102464,536854528,0,536854528,235424768,17417233408,12.9,throttled=0x0
2026-02-19T20:55:06.306073+00:00,1.0|1.0|38.2|0.0,61.7,8454799360,848150528,7297040384,536854528,0,536854528,235424768,17417286656,12.9,throttled=0x0
2026-02-19T20:55:07.315290+00:00,2.9|0.0|44.0|0.0,63.9,8454799360,1076707328,7068483584,536854528,0,536854528,235424768,17417339904,12.9,throttled=0x0
2026-02-19T20:55:08.323711+00:00,2.0|0.0|100.0|0.0,62.8,8454799360,1076953088,7068237824,536854528,0,536854528,235424768,17417356288,12.9,throttled=0x0
2026-02-19T20:55:09.333045+00:00,2.0|5.0|66.0|0.0,61.7,8454799360,835813376,7309377536,536854528,0,536854528,235424768,17417475072,12.9,throttled=0x0
2026-02-19T20:55:10.341992+00:00,1.0|1.0|0.0|0.0,62.8,8454799360,809172992,7336017920,536854528,0,536854528,235424768,17417565184,12.9,throttled=0x0
2026-02-19T20:55:11.350837+00:00,1.0|0.0|1.0|1.0,61.7,8454799360,764821504,7380369408,536854528,0,536854528,235424768,17417737216,12.9,throttled=0x0
2026-02-19T20:55:12.359168+00:00,2.0|0.0|1.0|0.0,61.15,8454799360,735641600,7409549312,536854528,0,536854528,235424768,17417753600,12.9,throttled=0x0
2026-02-19T20:55:13.370184+00:00,1.0|0.0|0.0|0.0,61.15,8454799360,735641600,7409549312,536854528,0,536854528,235424768,17417769984,12.9,throttled=0x0
2026-02-19T20:55:14.378743+00:00,1.0|0.0|0.0|0.0,60.05,8454799360,718045184,7427145728,536854528,0,536854528,235424768,17417786368,12.9,throttled=0x0
2026-02-19T20:55:15.387207+00:00,3.0|7.9|1.0|0.0,60.05,8454799360,719011840,7426179072,536854528,0,536854528,235424768,17417937920,12.9,throttled=0x0
2026-02-19T20:55:16.396394+00:00,40.6|0.0|1.0|1.0,60.6,8454799360,1110687744,7034503168,536854528,0,536854528,235424768,17417991168,12.9,throttled=0x0
2026-02-19T20:55:17.411034+00:00,33.7|3.0|3.9|95.0,62.25,8454799360,1120026624,7025147904,536854528,0,536854528,235424768,17418089472,12.9,throttled=0x0
2026-02-19T20:55:18.419687+00:00,0.0|1.0|3.0|74.3,62.25,8454799360,751894528,7393280000,536854528,0,536854528,235424768,17418175488,12.9,throttled=0x0
2026-02-19T20:55:19.428473+00:00,0.0|0.0|1.0|7.8,62.25,8454799360,921026560,7224147968,536854528,0,536854528,235424768,17418228736,12.9,throttled=0x0
2026-02-19T20:55:20.437285+00:00,1.0|0.0|3.9|100.0,61.15,8454799360,1103396864,7041777664,536854528,0,536854528,235424768,17418245120,12.9,throttled=0x0
2026-02-19T20:55:21.445361+00:00,0.0|0.0|1.0|100.0,63.9,8454799360,910082048,7235092480,536854528,0,536854528,235424768,17418261504,12.9,throttled=0x0
2026-02-19T20:55:22.453856+00:00,0.0|0.0|5.9|0.0,63.9,8454799360,855556096,7289618432,536854528,0,536854528,235424768,17418368000,12.9,throttled=0x0
2026-02-19T20:55:23.462779+00:00,0.0|0.0|2.0|0.0,61.7,8454799360,842973184,7302201344,536854528,0,536854528,235424768,17418421248,12.9,throttled=0x0
2026-02-19T20:55:24.470630+00:00,0.0|0.0|1.0|0.0,62.25,8454799360,823476224,7321698304,536854528,0,536854528,235424768,17418437632,12.9,throttled=0x0
2026-02-19T20:55:25.478430+00:00,0.0|0.0|1.0|0.0,62.8,8454799360,801832960,7343341568,536854528,0,536854528,235424768,17418454016,12.9,throttled=0x0
2026-02-19T20:55:26.486191+00:00,0.0|0.0|1.0|0.0,60.05,8454799360,768442368,7376732160,536854528,0,536854528,235424768,17418470400,12.9,throttled=0x0
2026-02-19T20:55:27.494964+00:00,0.0|7.0|0.0|0.0,61.15,8454799360,747454464,7397720064,536854528,0,536854528,235424768,17418523648,12.9,throttled=0x0
2026-02-19T20:55:28.504675+00:00,0.0|0.0|2.0|0.0,59.5,8454799360,731496448,7413678080,536854528,0,536854528,235424768,17418576896,12.9,throttled=0x0
2026-02-19T20:55:29.513276+00:00,0.0|0.0|1.0|0.0,60.05,8454799360,720191488,7424983040,536854528,0,536854528,235424768,17418593280,12.9,throttled=0x0
2026-02-19T20:55:30.521789+00:00,0.0|0.0|1.0|0.0,60.05,8454799360,707264512,7437910016,536854528,0,536854528,235424768,17418609664,12.9,throttled=0x0
2026-02-19T20:55:31.530344+00:00,0.0|0.0|1.0|0.0,60.05,8454799360,697008128,7448166400,536854528,0,536854528,235424768,17418626048,12.9,throttled=0x0
2026-02-19T20:55:32.539148+00:00,0.0|7.8|1.0|2.0,60.6,8454799360,685948928,7459225600,536854528,0,536854528,235424768,17418785792,12.9,throttled=0x0
2026-02-19T20:55:33.559795+00:00,0.0|5.9|0.0|16.7,60.6,8454799360,980271104,7164903424,536854528,0,536854528,235424768,17418839040,12.9,throttled=0x0
2026-02-19T20:55:34.578637+00:00,100.0|11.9|0.0|2.0,62.25,8454799360,1061371904,7083802624,536854528,0,536854528,235424768,17418855424,12.9,throttled=0x0
2026-02-19T20:55:35.596987+00:00,94.1|1.0|1.0|2.0,63.9,8454799360,704921600,7440220160,536854528,0,536854528,235424768,17419002880,12.9,throttled=0x0
2026-02-19T20:55:36.616210+00:00,1.0|0.0|0.0|1.0,61.15,8454799360,702939136,7442219008,536854528,0,536854528,235424768,17419064320,12.9,throttled=0x0
