timestamp,cpu_cores,temp_c,ram_total,ram_used,ram_free,swap_total,swap_used,swap_free,disk_read,disk_write,disk_percent,throttled
2026-02-23T16:41:31.651711+00:00,0.0|0.0|0.0|0.0,61.7,8443478016,255868928,8017346560,536854528,0,536854528,218481664,56799744,23.2,throttled=0x0
2026-02-23T16:41:32.667471+00:00,3.0|0.0|0.0|0.0,61.15,8443478016,255819776,8016363520,536854528,0,536854528,218551296,56852992,23.2,throttled=0x0
2026-02-23T16:41:33.676507+00:00,1.0|0.0|0.0|0.0,62.25,8443478016,256278528,8015872000,536854528,0,536854528,218551296,58769920,23.2,throttled=0x0
2026-02-23T16:41:34.722470+00:00,0.9|0.0|3.8|0.0,63.35,8443478016,256950272,8015134720,536854528,0,536854528,218551296,59089408,23.2,throttled=0x0
2026-02-23T16:41:35.732561+00:00,5.0|0.0|0.0|0.0,62.25,8443478016,257146880,8014888960,536854528,0,536854528,218551296,59183616,23.2,throttled=0x0
2026-02-23T16:41:36.743393+00:00,0.0|0.0|0.0|0.0,62.8,8443478016,257146880,8014888960,536854528,0,536854528,218551296,59232768,23.2,throttled=0x0
2026-02-23T16:41:37.751895+00:00,0.0|0.0|0.0|0.0,62.8,8443478016,257114112,8014888960,536854528,0,536854528,218551296,59249152,23.2,throttled=0x0
2026-02-23T16:41:38.760558+00:00,0.0|0.0|0.0|0.0,61.15,8443478016,257097728,8014888960,536854528,0,536854528,218551296,59265536,23.2,throttled=0x0
2026-02-23T16:41:39.769671+00:00,0.0|0.0|0.0|0.0,61.7,8443478016,257097728,8014888960,536854528,0,536854528,218551296,59331072,23.2,throttled=0x0
2026-02-23T16:41:40.778219+00:00,6.9|0.0|0.0|2.0,61.7,8443478016,257097728,8014888960,536854528,0,536854528,218747904,59494912,23.2,throttled=0x0
2026-02-23T16:41:41.787760+00:00,19.8|1.0|0.0|0.0,61.7,8443478016,280150016,7991541760,536854528,0,536854528,218747904,59539968,23.2,throttled=0x0
2026-02-23T16:41:42.796158+00:00,1.0|0.0|0.0|0.0,62.25,8443478016,280133632,7991541760,536854528,0,536854528,218747904,59654656,23.2,throttled=0x0
2026-02-23T16:41:43.807217+00:00,5.0|0.0|0.0|5.9,62.25,8443478016,256065536,8015527936,536854528,0,536854528,218747904,59748864,23.2,throttled=0x0
2026-02-23T16:41:44.818792+00:00,0.0|0.0|4.0|0.0,62.8,8443478016,256294912,8015233024,536854528,0,536854528,218878976,59802112,23.2,throttled=0x0
2026-02-23T16:41:45.826824+00:00,0.0|4.9|0.0|0.0,62.8,8443478016,256655360,8014741504,536854528,0,536854528,219010048,59924992,23.2,throttled=0x0
2026-02-23T16:41:46.835911+00:00,0.0|1.0|7.8|0.0,62.25,8443478016,365002752,7904346112,536854528,0,536854528,221275136,60248576,23.2,throttled=0x0
2026-02-23T16:41:47.850099+00:00,0.0|0.0|44.6|5.0,65.0,8443478016,724123648,7544307712,536854528,0,536854528,221275136,60297728,23.2,throttled=0x0
2026-02-23T16:41:48.862388+00:00,5.0|1.0|99.0|6.9,67.2,8443478016,730284032,7537672192,536854528,0,536854528,221733888,60314112,23.2,throttled=0x0
2026-02-23T16:41:49.973946+00:00,0.0|0.0|100.0|0.9,67.2,8443478016,730284032,7537672192,536854528,0,536854528,221733888,61764096,23.2,throttled=0x0
2026-02-23T16:41:50.982092+00:00,1.0|3.0|34.7|1.0,63.35,8443478016,368721920,7899234304,536854528,0,536854528,221733888,61825536,23.2,throttled=0x0
2026-02-23T16:41:51.993916+00:00,0.0|4.9|44.6|0.0,65.55,8443478016,727236608,7540654080,536854528,0,536854528,221733888,61874688,23.2,throttled=0x0
2026-02-23T16:41:53.005656+00:00,1.0|5.9|100.0|1.0,66.1,8443478016,732626944,7535247360,536854528,0,536854528,221733888,61891072,23.2,throttled=0x0
2026-02-23T16:41:54.014878+00:00,1.0|2.9|100.0|0.0,68.3,8443478016,732610560,7535247360,536854528,0,536854528,221733888,61915648,23.2,throttled=0x0
2026-02-23T16:41:55.023398+00:00,2.0|10.9|40.0|5.0,64.45,8443478016,374030336,7892828160,536854528,0,536854528,222626816,62857728,23.2,throttled=0x0
2026-02-23T16:41:56.032562+00:00,1.0|1.0|0.0|0.0,65.0,8443478016,374980608,7891877888,536854528,0,536854528,222626816,62956032,23.2,throttled=0x0
2026-02-23T16:41:57.041267+00:00,2.0|4.0|1.0|0.0,65.0,8443478016,375291904,7891632128,536854528,0,536854528,222757888,63160832,23.2,throttled=0x0
